judge_model,question,correct_answer,model_a,model_b,swapped,first_model,second_model,first_answer,second_answer,first_length_words,second_length_words,raw_verdict,choice,winner_model,confidence,correct_match,parse_method,response_time
llama,"In which city would you find the International Court of Justice, otherwise known as The World Court?",The hague,allam,qwen,True,qwen,allam,The Hague,The Hague,2,2,"Choice: 1
Confidence: 5",1,qwen,5,True,labeled,0.15
qwen,"In which city would you find the International Court of Justice, otherwise known as The World Court?",The hague,allam,qwen,True,qwen,allam,The Hague,The Hague,2,2,"Choice: Neither
Confidence: 5",NEITHER,NEITHER,5,,labeled,0.1
allam,"In which city would you find the International Court of Justice, otherwise known as The World Court?",The hague,allam,qwen,True,qwen,allam,The Hague,The Hague,2,2,"Choice: 1
Confidence: 4",1,qwen,4,True,labeled,0.33
llama,"In which city would you find the International Court of Justice, otherwise known as The World Court?",The hague,llama,qwen,False,llama,qwen,The Hague.,The Hague,2,2,"Choice: 1
Confidence: 5",1,llama,5,True,labeled,0.15
qwen,"In which city would you find the International Court of Justice, otherwise known as The World Court?",The hague,llama,qwen,False,llama,qwen,The Hague.,The Hague,2,2,"Choice: 1
Confidence: 5",1,llama,5,True,labeled,0.43
allam,"In which city would you find the International Court of Justice, otherwise known as The World Court?",The hague,llama,qwen,False,llama,qwen,The Hague.,The Hague,2,2,"Choice: 1
Confidence: 4",1,llama,4,True,labeled,0.29
llama,Which Scottish author who died in 1930 had Ignatius as one of his christian names?,A Conan Doyle,allam,llama,False,allam,llama,Sir Walter Scott,James Matthew Barrie.,3,3,"Choice: 2
Confidence: 5",2,llama,5,False,labeled,0.13
qwen,Which Scottish author who died in 1930 had Ignatius as one of his christian names?,A Conan Doyle,allam,llama,False,allam,llama,Sir Walter Scott,James Matthew Barrie.,3,3,"Choice: 2
Confidence: 5",2,llama,5,False,labeled,0.1
allam,Which Scottish author who died in 1930 had Ignatius as one of his christian names?,A Conan Doyle,allam,llama,False,allam,llama,Sir Walter Scott,James Matthew Barrie.,3,3,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.3
llama,Which Scottish author who died in 1930 had Ignatius as one of his christian names?,A Conan Doyle,allam,qwen,False,allam,qwen,Sir Walter Scott,Robert Louis Stevenson,3,3,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.12
qwen,Which Scottish author who died in 1930 had Ignatius as one of his christian names?,A Conan Doyle,allam,qwen,False,allam,qwen,Sir Walter Scott,Robert Louis Stevenson,3,3,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.11
allam,Which Scottish author who died in 1930 had Ignatius as one of his christian names?,A Conan Doyle,allam,qwen,False,allam,qwen,Sir Walter Scott,Robert Louis Stevenson,3,3,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.35
llama,Which Scottish author who died in 1930 had Ignatius as one of his christian names?,A Conan Doyle,llama,qwen,False,llama,qwen,James Matthew Barrie.,Robert Louis Stevenson,3,3,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.14
qwen,Which Scottish author who died in 1930 had Ignatius as one of his christian names?,A Conan Doyle,llama,qwen,False,llama,qwen,James Matthew Barrie.,Robert Louis Stevenson,3,3,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.11
allam,Which Scottish author who died in 1930 had Ignatius as one of his christian names?,A Conan Doyle,llama,qwen,False,llama,qwen,James Matthew Barrie.,Robert Louis Stevenson,3,3,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.45
llama,"In 2009, who became the first woman to referee the World Snooker Championship final?",Michaela Tabb,allam,llama,True,llama,allam,Jan Verhaas,Referee,2,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.14
qwen,"In 2009, who became the first woman to referee the World Snooker Championship final?",Michaela Tabb,allam,llama,True,llama,allam,Jan Verhaas,Referee,2,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.1
allam,"In 2009, who became the first woman to referee the World Snooker Championship final?",Michaela Tabb,allam,llama,True,llama,allam,Jan Verhaas,Referee,2,1,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.31
llama,"In 2009, who became the first woman to referee the World Snooker Championship final?",Michaela Tabb,allam,qwen,False,allam,qwen,Referee,Janet Minto,1,2,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.12
qwen,"In 2009, who became the first woman to referee the World Snooker Championship final?",Michaela Tabb,allam,qwen,False,allam,qwen,Referee,Janet Minto,1,2,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.1
allam,"In 2009, who became the first woman to referee the World Snooker Championship final?",Michaela Tabb,allam,qwen,False,allam,qwen,Referee,Janet Minto,1,2,"Choice: 2
Confidence: 4",2,qwen,4,False,labeled,0.3
llama,"In 2009, who became the first woman to referee the World Snooker Championship final?",Michaela Tabb,llama,qwen,False,llama,qwen,Jan Verhaas,Janet Minto,2,2,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.13
qwen,"In 2009, who became the first woman to referee the World Snooker Championship final?",Michaela Tabb,llama,qwen,False,llama,qwen,Jan Verhaas,Janet Minto,2,2,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.11
allam,"In 2009, who became the first woman to referee the World Snooker Championship final?",Michaela Tabb,llama,qwen,False,llama,qwen,Jan Verhaas,Janet Minto,2,2,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.33
llama,What is the chief river of Burma ?,IRRAWADDY,allam,llama,False,allam,llama,The Irrawaddy.,Irrawaddy River.,2,2,"Choice: 1
Confidence: 5",1,allam,5,True,labeled,0.14
qwen,What is the chief river of Burma ?,IRRAWADDY,allam,llama,False,allam,llama,The Irrawaddy.,Irrawaddy River.,2,2,"Choice: 2
Confidence: 5",2,llama,5,True,labeled,0.09
allam,What is the chief river of Burma ?,IRRAWADDY,allam,llama,False,allam,llama,The Irrawaddy.,Irrawaddy River.,2,2,"Choice: 1
Confidence: 4",1,allam,4,True,labeled,0.27
llama,What is the chief river of Burma ?,IRRAWADDY,allam,qwen,False,allam,qwen,The Irrawaddy.,Irrawaddy River,2,2,"Choice: 1
Confidence: 5",1,allam,5,True,labeled,0.14
qwen,What is the chief river of Burma ?,IRRAWADDY,allam,qwen,False,allam,qwen,The Irrawaddy.,Irrawaddy River,2,2,"Choice: 2
Confidence: 5",2,qwen,5,True,labeled,0.11
allam,What is the chief river of Burma ?,IRRAWADDY,allam,qwen,False,allam,qwen,The Irrawaddy.,Irrawaddy River,2,2,"Choice: 1
Confidence: 4",1,allam,4,True,labeled,0.33
llama,What is the chief river of Burma ?,IRRAWADDY,llama,qwen,False,llama,qwen,Irrawaddy River.,Irrawaddy River,2,2,"Choice: 1
Confidence: 5",1,llama,5,True,labeled,0.34
qwen,What is the chief river of Burma ?,IRRAWADDY,llama,qwen,False,llama,qwen,Irrawaddy River.,Irrawaddy River,2,2,"Choice: 1
Confidence: 5",1,llama,5,True,labeled,0.1
allam,What is the chief river of Burma ?,IRRAWADDY,llama,qwen,False,llama,qwen,Irrawaddy River.,Irrawaddy River,2,2,"Choice: 1
Confidence: 4",1,llama,4,True,labeled,0.33
llama,What is a dish of pickled herring fillets wrapped around an onion or gerkhin called,Rollmop,allam,llama,False,allam,llama,Herring and onion roll,Pickled herring roll.,4,3,"Choice: 2
Confidence: 4",2,llama,4,False,labeled,0.15
qwen,What is a dish of pickled herring fillets wrapped around an onion or gerkhin called,Rollmop,allam,llama,False,allam,llama,Herring and onion roll,Pickled herring roll.,4,3,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.1
allam,What is a dish of pickled herring fillets wrapped around an onion or gerkhin called,Rollmop,allam,llama,False,allam,llama,Herring and onion roll,Pickled herring roll.,4,3,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.36
llama,What is a dish of pickled herring fillets wrapped around an onion or gerkhin called,Rollmop,allam,qwen,False,allam,qwen,Herring and onion roll,Matjes,4,1,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.14
qwen,What is a dish of pickled herring fillets wrapped around an onion or gerkhin called,Rollmop,allam,qwen,False,allam,qwen,Herring and onion roll,Matjes,4,1,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.1
allam,What is a dish of pickled herring fillets wrapped around an onion or gerkhin called,Rollmop,allam,qwen,False,allam,qwen,Herring and onion roll,Matjes,4,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.39
llama,What is a dish of pickled herring fillets wrapped around an onion or gerkhin called,Rollmop,llama,qwen,False,llama,qwen,Pickled herring roll.,Matjes,3,1,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.13
qwen,What is a dish of pickled herring fillets wrapped around an onion or gerkhin called,Rollmop,llama,qwen,False,llama,qwen,Pickled herring roll.,Matjes,3,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.1
allam,What is a dish of pickled herring fillets wrapped around an onion or gerkhin called,Rollmop,llama,qwen,False,llama,qwen,Pickled herring roll.,Matjes,3,1,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.27
llama,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?","Indiana, United States",allam,llama,False,allam,llama,Indiana,Indiana.,1,1,"Choice: 1
Confidence: 5",1,allam,5,True,labeled,0.14
qwen,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?","Indiana, United States",allam,llama,False,allam,llama,Indiana,Indiana.,1,1,"Choice: 1
Confidence: 5",1,allam,5,True,labeled,0.11
allam,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?","Indiana, United States",allam,llama,False,allam,llama,Indiana,Indiana.,1,1,"Choice: 1
Confidence: 4",1,allam,4,True,labeled,0.35
llama,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?","Indiana, United States",allam,qwen,False,allam,qwen,Indiana,Indiana,1,1,"Choice: 1
Confidence: 5",1,allam,5,True,labeled,0.14
qwen,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?","Indiana, United States",allam,qwen,False,allam,qwen,Indiana,Indiana,1,1,"Choice: Neither
Confidence: 5",NEITHER,NEITHER,5,,labeled,0.11
allam,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?","Indiana, United States",allam,qwen,False,allam,qwen,Indiana,Indiana,1,1,"Choice: 1
Confidence: 4",1,allam,4,True,labeled,0.28
llama,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?","Indiana, United States",llama,qwen,False,llama,qwen,Indiana.,Indiana,1,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.14
qwen,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?","Indiana, United States",llama,qwen,False,llama,qwen,Indiana.,Indiana,1,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.36
allam,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?","Indiana, United States",llama,qwen,False,llama,qwen,Indiana.,Indiana,1,1,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.29
llama,What was President Gerald Ford's middle name?,Rudolph (disambiguation),allam,llama,False,allam,llama,"Gerald Ford's middle name was ""Richard"".",Rudolph.,6,1,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.17
qwen,What was President Gerald Ford's middle name?,Rudolph (disambiguation),allam,llama,False,allam,llama,"Gerald Ford's middle name was ""Richard"".",Rudolph.,6,1,"Choice: 2
Confidence: 5",2,llama,5,False,labeled,0.1
allam,What was President Gerald Ford's middle name?,Rudolph (disambiguation),allam,llama,False,allam,llama,"Gerald Ford's middle name was ""Richard"".",Rudolph.,6,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.35
llama,What was President Gerald Ford's middle name?,Rudolph (disambiguation),allam,qwen,True,qwen,allam,Rudolph,"Gerald Ford's middle name was ""Richard"".",1,6,"Choice: 2
Confidence: 5",2,allam,5,False,labeled,0.15
qwen,What was President Gerald Ford's middle name?,Rudolph (disambiguation),allam,qwen,True,qwen,allam,Rudolph,"Gerald Ford's middle name was ""Richard"".",1,6,"Choice: 2
Confidence: 5",2,allam,5,False,labeled,0.15
allam,What was President Gerald Ford's middle name?,Rudolph (disambiguation),allam,qwen,True,qwen,allam,Rudolph,"Gerald Ford's middle name was ""Richard"".",1,6,"Choice: 1
Confidence: 3",1,qwen,3,True,labeled,0.38
llama,What was President Gerald Ford's middle name?,Rudolph (disambiguation),llama,qwen,True,qwen,llama,Rudolph,Rudolph.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,True,labeled,0.14
qwen,What was President Gerald Ford's middle name?,Rudolph (disambiguation),llama,qwen,True,qwen,llama,Rudolph,Rudolph.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,True,labeled,0.11
allam,What was President Gerald Ford's middle name?,Rudolph (disambiguation),llama,qwen,True,qwen,llama,Rudolph,Rudolph.,1,1,"Choice: 1
Confidence: 3",1,qwen,3,True,labeled,0.26
llama,Which illness is commonly treated with the drugs lisinopril and ramipril?,Hypertensive diseases,allam,llama,True,llama,allam,High blood pressure.,Hypertension (high blood pressure),3,4,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.16
qwen,Which illness is commonly treated with the drugs lisinopril and ramipril?,Hypertensive diseases,allam,llama,True,llama,allam,High blood pressure.,Hypertension (high blood pressure),3,4,"Choice: 2
Confidence: 5",2,allam,5,False,labeled,0.1
allam,Which illness is commonly treated with the drugs lisinopril and ramipril?,Hypertensive diseases,allam,llama,True,llama,allam,High blood pressure.,Hypertension (high blood pressure),3,4,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.4
llama,Which illness is commonly treated with the drugs lisinopril and ramipril?,Hypertensive diseases,allam,qwen,False,allam,qwen,Hypertension (high blood pressure),High blood pressure,4,3,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.16
qwen,Which illness is commonly treated with the drugs lisinopril and ramipril?,Hypertensive diseases,allam,qwen,False,allam,qwen,Hypertension (high blood pressure),High blood pressure,4,3,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.1
allam,Which illness is commonly treated with the drugs lisinopril and ramipril?,Hypertensive diseases,allam,qwen,False,allam,qwen,Hypertension (high blood pressure),High blood pressure,4,3,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.36
llama,Which illness is commonly treated with the drugs lisinopril and ramipril?,Hypertensive diseases,llama,qwen,True,qwen,llama,High blood pressure,High blood pressure.,3,3,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.33
qwen,Which illness is commonly treated with the drugs lisinopril and ramipril?,Hypertensive diseases,llama,qwen,True,qwen,llama,High blood pressure,High blood pressure.,3,3,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.11
allam,Which illness is commonly treated with the drugs lisinopril and ramipril?,Hypertensive diseases,llama,qwen,True,qwen,llama,High blood pressure,High blood pressure.,3,3,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.29
llama,The 'naut' in the words 'astronaut' and 'aeronaut' meant originally what?,Merchant mariner,allam,llama,True,llama,allam,Latin 'nauta' meaning sailor.,Seafarer,4,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.16
qwen,The 'naut' in the words 'astronaut' and 'aeronaut' meant originally what?,Merchant mariner,allam,llama,True,llama,allam,Latin 'nauta' meaning sailor.,Seafarer,4,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.3
allam,The 'naut' in the words 'astronaut' and 'aeronaut' meant originally what?,Merchant mariner,allam,llama,True,llama,allam,Latin 'nauta' meaning sailor.,Seafarer,4,1,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.32
llama,The 'naut' in the words 'astronaut' and 'aeronaut' meant originally what?,Merchant mariner,allam,qwen,False,allam,qwen,Seafarer,sailor,1,1,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.14
qwen,The 'naut' in the words 'astronaut' and 'aeronaut' meant originally what?,Merchant mariner,allam,qwen,False,allam,qwen,Seafarer,sailor,1,1,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.1
allam,The 'naut' in the words 'astronaut' and 'aeronaut' meant originally what?,Merchant mariner,allam,qwen,False,allam,qwen,Seafarer,sailor,1,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.35
llama,The 'naut' in the words 'astronaut' and 'aeronaut' meant originally what?,Merchant mariner,llama,qwen,False,llama,qwen,Latin 'nauta' meaning sailor.,sailor,4,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.5
qwen,The 'naut' in the words 'astronaut' and 'aeronaut' meant originally what?,Merchant mariner,llama,qwen,False,llama,qwen,Latin 'nauta' meaning sailor.,sailor,4,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.11
allam,The 'naut' in the words 'astronaut' and 'aeronaut' meant originally what?,Merchant mariner,llama,qwen,False,llama,qwen,Latin 'nauta' meaning sailor.,sailor,4,1,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.38
llama,"Written by Earl Derr Biggers in 1925, 'The House Without A Key' was the first novel to feature which Chinese- American detective?",Charlie Chan,allam,llama,False,allam,llama,Charlie Chan,Charlie Chan.,2,2,"Choice: 1
Confidence: 5",1,allam,5,True,labeled,0.24
qwen,"Written by Earl Derr Biggers in 1925, 'The House Without A Key' was the first novel to feature which Chinese- American detective?",Charlie Chan,allam,llama,False,allam,llama,Charlie Chan,Charlie Chan.,2,2,"Choice: 1
Confidence: 5",1,allam,5,True,labeled,0.11
allam,"Written by Earl Derr Biggers in 1925, 'The House Without A Key' was the first novel to feature which Chinese- American detective?",Charlie Chan,allam,llama,False,allam,llama,Charlie Chan,Charlie Chan.,2,2,"Choice: 1
Confidence: 4",1,allam,4,True,labeled,0.3
